tokens,labels
mlnlmlzatlon,0
programs,1
"(1.e.,",0
"workshops,",1
res-urce,0
"manuals,",1
"newsletter,",1
and,1
swards,1
program.,1
0,1
Leglslatlve,0
an,1
regulatory,1
advocacy,1
support,1
to,1
address,1
waste,1
mlnlmlzatlon,0
lsues,0
before,1
Congress,1
and,1
EPA.,1
0,1
Measurement,1
of,1
waste,1
mlnlmlzatlon,0
progress,1
1n,0
order,1
to,1
document,1
progress,1
11.?,0
unlfom,0
deflnltlons,0
of,1
key,1
"terms,",1
deflnltlon,0
of,1
measurement,1
neds.,0
evaluatlon,0
of,1
exlstlng,0
data,1
systems,1
and,1
modlflcatlon,0
t,1
ereoﬁ.,0
o,1
Communlcatlons,0
of,1
member,1
company,1
and,1
1ndustry,0
waste,1
mlnlmlzatlon,0
a,1
mums:,0
"(1.e.,",0
1dent1£1catlon,0
of,1
key,1
"perceptlons,",0
development,1
of,1
a,1
strategy,1
to,1
effectlvely,0
communlcate,0
1ndustryw1de,0
.,1
d,1
anecdotal,1
1nformatlon,0
to,1
targeted,1
audlences,0
on,1
a,1
contlnulng,0
b.5157.,0
Further,1
cm,0
pr-grammatlc,0
"actlon,",0
"1.e.,",0
establlshlng,0
percentage,1
reductlon,0
goal,1
slmllar,0
m,1
CMA'S,1
snsrgy,1
conservatlon,0
program,1
or,1
enactment,1
of,1
.,1
elr,0
toxlcs,0
type,1
control,1
program,1
Hlth,0
detalled,0
luvplementatlo,0
"steps,",1
may,1
ha,1
consldered,0
and,1
recommended,1
1n,0
the,1
future,1
to,1
the,1
xecutlve,0
Comlttee,0
and,1
Board,1
of,1
Dlrectors,0
on,1
an,1
as,1
needed,1
basls.,0
cm,0
039795,0
3,1
RESAHJ'KCE,0
NEE!,0
0,1
cm,0
Staff,1
Imp.,0
t,1
To,1
support,1
th-,0
four,1
actlvltles,0
noted,1
"above,",1
a,1
portlon,0
of,1
a,1
professlonal,0
-rson,0
and,1
some,1
support,1
staff,1
time,1
Will,1
be,1
necessary.,1
A,1
-quest,0
for,1
the,1
necessary,1
personnel,1
1:,1
belng,0
addressed,1
55.1“:,0
of,1
CMA'S,1
FT,1
97/99,0
budget,1
process.,1
0,1
Dutslde,0
Purch.sed,0
Servlces,0
Impact,1
The,1
EMC,1
has,1
r-comended,0
$ADK,0
fundlng,0
for,1
outslde,0
purchased,1
servlces,0
as,1
p.rt,0
of,1
thelr,0
FT,1
97/99,0
budget,1
proposals.,1
0,1
Member,1
Compan,0
Resources,1
Impact,1
Approxlmately,0
10,1
m,1
15,1
member,1
company,1
Volunteers,1
will,1
be,1
needed,1
to,1
carry,1
thls,0
effort,1
forward,1
through,1
deslgn,0
and,1
unplementatlon.,0
mcommmnm,0
The,1
EMC,1
recoasends,0
approval,1
of,1
CMA,1
unplementlng,0
a,1
new,1
waste,1
mlnlmlzatlon,0
rogram.,0
v11.,0
ACTION,1
Rmvmm,0
Approval,1
of,1
t,1
a,1
BM:,0
recommendatlon.,0
cm,0
cm,0
039797,0
EXHIBIT,1
0,1
CONCEPTS,1
TOR,1
magma,0
cnoumuwnmz,0
LEGKSTATIDN,0
1.,1
Background,1
C1.t1.2an5,0
an,1
publlc,0
offlclals,0
um,0
groundwater,1
contamlnatlon,0
as,1
a,1
natlonal,0
prob,0
em.,0
"Consequently,",1
groundwater,1
will,1
become,1
a,1
news,1
medla,0
issue,1
almed,0
a.,1
commerclal,0
and,1
1ndustrlal,0
sources.,1
Several,1
feder.l,0
groundwater,1
"mus,",0
1ntroduced,0
1n,0
the,1
94th,1
"Congress,",1
will,1
serve,1
to,1
focus,1
future,1
groundwater,1
debates.,1
Senator,1
Purenberger,1
(Rim),0
and,1
Se,0
ator,0
Burdlck,0
mium,0
will,1
each,1
1ntroduce,0
a,1
comprehenslve,0
federal,1
grounwater,0
mu,0
early,1
1n,0
tha,1
100th,1
Congress.,1
Slmllar,0
mus,0
Will,1
be,1
1ntroduced,0
1n,0
the,1
House.,1
Groundwater,1
leglslatlon,0
could,1
unposa,0
product,1
usa,1
restrlctlns,0
"(e.g.,",1
"pestlcldes,",0
"detergents,",1
"solvents),",1
requlre,0
addltlonal,0
prtectlon,0
or,1
remedlatlon,0
"actlvltles,",0
and,1
1ntroduce,0
onerous,1
product,1
115m,0
1ty,0
concepts.,1
Many,1
states,1
h.ve,0
or,1
are,1
enactlng,0
groundwater,1
leglslatlon,0
and,1
are,1
unplementlng,0
roundwater,0
management,1
programs.,1
State,1
efforts,1
may,1
establlsh,0
tha,1
need,1
for,1
star,0
usa,1
"restrlctlons,",0
land,1
usa,1
plannlng,0
"declslons,",0
new,1
Vlctlm,0
compen-atlon,0
"concerns,",1
and,1
51te*speclflc,0
regulatory,1
frameworks,1
whlch,0
could,1
in,1
tlma/cost,0
consumlng.,0
CMA'S,1
prevlou,0
ly,1
approved,1
groundwater,1
posltlons,0
ware,1
used,1
to,1
establlsh,0
proosed,0
CMA,1
federal,1
leglslatlve,0
concepts,1
and,1
a,1
leglslatlve,0
strategy,1
for,1
artlclpatlon,0
1n,0
tha,1
federal,1
groundwater,1
debate.,1
vsmg,0
these,1
"concepts,",1
am,1
will,1
strlve,0
m,1
1nfluence,0
tha,1
Congresslonal,0
groundwater,1
debate,1
so,1
tha,1
any,1
leglslatlon,0
enacted,1
resembles,1
CMA'S,1
posltlon,0
as,1
closely,1
as,1
posslble.,0
0,1
support,1
thls,0
"effort,",1
cm,0
15,1
prepared,1
ro,1
partlclpate,0
actlvaly,0
1n,0
te,1
federal,1
groundwater,1
debate,1
durlng,0
the,1
100th,1
Congress.,1
Early,1
partlclatlon,0
1n,0
tha,1
debate,1
will,1
hal'p,1
CMA,1
focus,1
the,1
emerglng,0
dlscusslons,0
ad,1
will,1
1dentlfy,0
CMA,1
as,1
an,1
1nvolved,0
knowledgeable,1
party.,1
II.,1
Slmary,0
of,1
CMA'S,1
Concepts,1
for,1
Federal,1
Groundwater,1
Leglslatlon,0
Prlmary,0
respo,0
Slblllty,0
for,1
management,1
of,1
groundwater,1
should,1
contlnue,0
m,1
reslde,0
Hit,0
the,1
states.,1
Each,1
state,1
should,1
develop,1
and,1
Implement,1
a,1
comprehenslve,0
groundwater,1
management,1
program.,1
A,1
state,1
groundwater,1
management,1
pr-gram,0
should,1
address,1
the,1
followlng,0
components:,1
117,0
character*,0
lzatlon,0
and,1
p,1
annlngi,0
127,1
usa,1
of,1
approprlate,0
groundwater,1
objectlves,0
and,1
standards;,1
13,1
protsctlon;,0
147,1
remedlatlon;,0
157,0
monltorlng;,0
and,1
157,0
1nterstate,0
gr-undweter,0
1mpacts.,0
Fadsral,1
55515,0
ancs,0
should,1
ha,1
avaliable,0
to,1
help,1
the,1
states,1
perform,1
these,1
tasks.,1
ms,0
asslstance,0
cen,1
1nclude:,0
(17,0
federal,1
fundlng,0
to,1
35515:,0
the,1
states,1
de,1
slop,0
end,1
unplement,0
thelr,0
groundwater,1
management,1
programs;,1
127,1
technlcal,0
Informatlon,0
and,1
guldance;,0
and,1
137,0
sclentlflcallyibased,0
crlterla,0
and,1
tandards,0
for,1
states',1
use,1
1n,0
maklng,0
groundwater,1
protectlon,0
and,1
remedlatl-n,0
declslons.,0
Howsver.,0
ths,1
federal,1
1nvolvement,0
should,1
not,1
1nclude,0
the,1
alllty,0
to,1
make,1
declslons,0
for,1
the,1
stats,1
about,1
the,1
most,1
approprlate,0
w.y,0
to,1
1mplement,0
the,1
components,1
of,1
the,1
state,1
program.,1
cm,0
039799,0
2,1
III.,1
TIjm,1
Schdule,0
Groundwater,1
H11,0
in,1
addraased,1
as,1
a,1
kay,1
lssue,0
1n,0
tha,1
100th,1
Congress.,1
To,1
ensure,1
tha,1
CMA,1
has,1
an,1
actlve,0
Volce,0
1n,0
the,1
"debatE,",0
CMA...5,0
federal,1
advocacy,1
concpts,0
need,1
to,1
be,1
approved,1
early,1
1n,0
1937.,0
IV.,1
Recoenend.t,0
lon,0
Tha,1
EMC,1
has,1
r-Vlewed,0
and,1
approved,1
these,1
concepts,1
for,1
federal,1
groundwater,1
l-glslatlon.,0
The,1
EMC,1
recommends,1
approval,1
of,1
the,1
concepts,1
paper.,1
Actlon,0
Reques,0
ed,1
Approve,1
CMA'S,1
concepts,1
for,1
federal,1
groundwater,1
leglslatlon.,0
cm,0
cm,0
039799,0
Concepts,1
for,1
ederal,0
Groundwater,1
Leglslatlon,0
State,1
Groundw.ter,0
Management,1
Prograa,1
Each,1
stats,1
sh-uld,0
davalop,1
a,1
groundwater,1
management,1
program.,1
Developman,0
and,1
1mplement.tlon,0
of,1
the,1
program,1
would,1
be,1
the,1
responslblllty,0
of,1
the,1
state;,1
but,1
feeral,0
asslstance,0
should,1
be,1
avaliable,0
to,1
help,1
the,1
state,1
perform,1
these,1
tasks.,1
Fallure,0
by,1
the,1
state,1
to,1
develop,1
a,1
program,1
would,1
only,1
lead,1
to,1
.,1
loss,1
of,1
any,1
further,1
federal,1
asslstance,0
for,1
program,1
1mplementat1-,0
.,1
A,1
state,1
prog,0
am,1
should,1
have,1
to,1
address,1
the,1
followlng,0
components:,1
A,1
program,1
to,1
characterlze,0
state,1
groundwater,1
resources,1
to,1
the,1
extent,1
necessary,1
for,1
state,1
plannlng.,0
Use,1
of,1
approrlate,0
groundwater,1
objectlves,0
and,1
standards.,1
A,1
prograa,1
to,1
protect,1
state,1
groundwater,1
resources,1
from,1
sources,1
of,1
c-ntamlnatlon.,0
A,1
process,1
to,1
address,1
groundwater,1
remedlatlon,0
needs.,1
A,1
groundwate,0
monltorlng,0
program.,1
A,1
process,1
to,1
address,1
1nterstate,0
groundwater,1
Impacts.,1
The,1
followln,0
are,1
detalled,0
descrlptlons,0
of,1
each,1
of,1
these,1
components.,1
Groundwater,1
Iharacterlzatlon,0
The,1
state,1
out,1
establlsh,0
a,1
program,1
to,1
characterlze,0
1:5,0
groundwater,1
esouraes,0
to,1
the,1
extent,1
necessary,1
for,1
the,1
state,1
plannlng.,0
The,1
program,1
hould,0
rely,1
on,1
exlstlng,0
data,1
where,1
that,1
15,1
avaliable,0
an,1
feaslble.,0
The,1
state,1
sh-uld,0
consult,1
Hlth,0
the,1
Unlted,0
States,1
Geologlcal,0
Survey,1
mscsy,0
and,1
the,1
Unlted,0
States,1
Envlronmental,0
Protectlon,0
Aency,0
(mm,0
for,1
guldance,0
on,1
developmg,0
the,1
characterlza-lon,0
program.,1
The,1
state,1
so,1
ld,0
declde,0
not,1
to,1
characterlze,0
partlcular,0
portlons,0
of,1
me,1
groundwater,1
"resource,",1
15,1
1:,1
determlnes,0
chat,1
such,1
actlon,0
s,1
not,1
necessary,1
at,1
that,1
tune.,0
Based,1
upon,1
1.:,0
characterlzatlon,0
"program,",1
the,1
state,1
could,1
dlvlde,0
1:5,0
goundwater,0
1nto,0
Varlous,0
"categorles,",0
whlch,0
may,1
requlre,0
dlffrent,0
management,1
approaches.,1
Groundwater,1
ijectlves,0
and,1
Standards,1
The,1
stats,1
mu-t,0
establlsh,0
approprlate,0
groundwater,1
objectlves.,0
Dbjectlves,0
aply,0
m,1
1nd1v1dual,0
aqulfers,0
or,1
portlons,0
of,1
aqulfers.,0
The,1
objecth-s,0
oust,1
1dentlfy,0
the,1
current,1
and,1
reasonably,1
antlclpated,0
uture,0
uses,1
of,1
the,1
groundwater.,1
Based,1
upon,1
t,1
e,1
"objectlves,",0
the,1
state,1
must,1
1dentlfy,0
standards,1
that,1
Hill,1
prmtect,0
avallablllty,0
of,1
the,1
groundwater,1
for,1
those,1
1dent11ed,0
uses.,1
Standards,1
must,1
be,1
set,1
usmg,0
sclentlflcal,0
yivalld,0
bases.,1
For,1
regulatlg,0
drlnklng,0
water,1
"supply,",1
the,1
state,1
must,1
use,1
maxlmum,0
Conbmlnant,0
levels,1
(MCL'57,0
adopted,1
by,1
EPA,1
under,1
the,1
Safe,1
Drlnkln,0
Water,1
"Act,",1
whenever,1
a,1
substance,1
has,1
an,1
MCL.,1
The,1
state,1
shuld,0
use,1
crlterla,0
developed,1
by,1
EPA,1
to,1
sac,1
numarleal,1
us.,1
standards.,1
mus,0
would,1
requlre,0
a,1
new,1
work,1
"effort,",1
crltrla,0
"development,",1
at,1
EPA.),1
Protectlon,0
p,1
ograms,0
The,1
state,1
mut,0
davalop,1
resources,1
frum,0
sources,1
groundwater,1
rotectlon,0
the,1
goal,1
of,1
inlmlzlng,0
a,1
program,1
to,1
protect,1
1:5,0
groundwater,1
of,1
Contamlna,0
lon.,0
Tn,1
developlnw,0
the,1
program.,1
the,1
state,1
should,1
conslder,0
releases,1
to,1
roundwater.,0
In,1
developlnw,0
1:5,0
protectlon,0
"program,",1
the,1
state,1
must,1
1dentlfy,0
and,1
evaluate,1
exlstlng,0
and,1
potentlal,0
sources,1
of,1
contamlnatlo,0
.,1
The,1
program,1
ould,0
"1nclude,",0
as,1
"approprlate,",0
source,1
"controls,",1
land,1
use,1
con,0
rols.,0
groundwater,1
wlthdrawal,0
"llmltatlons,",0
and,1
any,1
other,1
su,0
table,1
protectlon,0
measures.,1
The,1
program,1
us:,1
be,1
coordlnated,0
mm,0
exlstlng,0
source,1
control,1
"programs,",1
1n,0
ludlng,0
those,1
under,1
RCRA.,1
"sDwA,",0
"FTFRA,",1
and,1
"(IVA,",0
and,1
must,1
be,1
onslstent,0
mm,0
exlstlng,0
federal,1
provlslons,0
concernlng,0
aequate,0
hazardous,1
waste,1
treatment,1
or,1
dlsposal,0
capaclty.,0
The,1
program,1
ust,0
address,1
all,1
Significant,1
sources,1
of,1
contamlnatlo,0
.,1
Source,1
contr-ls,0
could,1
apply,1
unlformly,0
statewlde,0
or,1
could,1
apply,1
to,1
spa,1
161::,0
types,1
of,1
sources,1
or,1
1nd1v1dual,0
sources.,1
Source,1
contr-l,0
requlrements,0
should,1
make,1
approprlate,0
dlstlnctlons,0
among,1
new,1
and,1
old,1
"sources,",1
dlfferent,0
types,1
of,1
"sources,",1
an,1
speclflc,0
unlque,0
sources.,1
Protectlon,0
nasures,0
must,1
take,1
1nto,0
account,1
appllcable,0
groundwater,1
-bject1ves,0
and,1
standards.,1
Some,1
minimum,1
protectlon,0
nasures,0
should,1
be,1
developed,1
for,1
all,1
areas,1
of,1
the,1
state.,1
cm,0
039901,0
The,1
stats,1
m,1
t,1
detemlne,0
how,1
1::,0
program,1
will,1
be,1
ljnplananta,0
"(e.g.,",1
Voluntary,1
"controls,",1
"regulatlons,",0
"tralnlng,",0
a,1
"catlon,",0
and,1
any,1
other,1
approprlate,0
measures.),1
Tha,1
program,1
ust,0
1nclude,0
adequate,1
authorlty,0
for,1
the,1
state,1
to,1
enforce,1
pro,0
-ctlon,0
requlrements.,0
Groundwater,1
I'emedlatlon,0
The,1
state,1
In,1
St,0
develop,1
a,1
process,1
to,1
address,1
groundwater,1
remedlatlon,0
needs.,1
When,1
"needed,",1
remedlal,0
measures,1
should,1
be,1
formulated,1
on,1
a,1
case,1
speclf,0
c,1
basls,0
and,1
take,1
1nto,0
account,1
any,1
approprlate,0
groundwater,1
objectlves/standards.,0
The,1
state,1
r-,0
edlatlon,0
process,1
must,1
be,1
coordlnated,0
Hlth,0
appllcable,0
tats,0
and,1
federal,1
"laws,",1
1nclud1ng,0
state,1
tort,1
and,1
watar,1
r,1
ghts,0
law.,1
The,1
state,1
In,1
St,0
address,1
all,1
sources,1
for,1
whlch,0
there,1
may,1
he,1
Significant,1
remedlal,0
concerns.,1
The,1
remedla-lon,0
process,1
must,1
1nclude,0
adequate,1
authorlty,0
for,1
the,1
state,1
t,1
enforce,1
remedlal,0
requlrements.,0
Monltorlng,0
'rograms,0
The,1
state,1
In,1
St,0
develop,1
a,1
groundwater,1
monltorlng,0
program.,1
The,1
program,1
must,1
be,1
formulated,1
to,1
serve,1
three,1
purposes;,1
3.,1
Assess,1
t,1
e,1
extent,1
to,1
whlch,0
groundwater,1
meers,1
appllcable,0
groundwater,1
objectlves,0
and,1
standards.,1
b.,1
Provlde,0
nfomatlon,0
on,1
groundwater,1
trends,1
"and,",1
contamlnant-,0
.,1
c.,1
Provlde,0
nfomatlon,0
on,1
sources,1
of,1
contamlnatlon,0
as,1
necessary.,1
The,1
program,1
must,1
1nclude,0
measures,1
to,1
ensure,1
that,1
data,1
gathered,1
3r,0
sclentlflcally,0
Valld.,0
The,1
state,1
sould,0
consult,1
Hlth,0
the,1
Unlted,0
States,1
Geologlcal,0
Survey,1
and,1
PA,1
for,1
guldance,0
on,1
developlng,0
the,1
monltorlng,0
program.,1
The,1
state,1
c-uld,0
establlsh,0
a,1
data,1
management,1
system,1
that,1
1ncorporate,0
all,1
relevant,1
monltorlng,0
data.,1
The,1
data,1
management,1
ystem,0
should,1
1nclude,0
1nformatlon,0
so,1
the,1
user,1
can,1
1dentlf,0
the,1
quallty,0
control,1
and,1
quallty,0
assurance,1
of,1
the,1
data,1
be,1
ore,0
those,1
data,1
are,1
used.,1
cm,0
039902,0
I,1
Interstate,1
mpacts,0
The,1
seam,0
p,1
ogram,0
should,1
1nclude,0
a,1
mechanlsm,0
to,1
assess,1
1nterstate,0
mpacts,0
and,1
to,1
develop,1
1nterstate,0
"agreements,",1
where,1
approrlate.,0
cm,0
039903,0
Concepts,1
to,1
Federal,1
Groundwater,1
leglslatlon,0
Federal,1
Rol,0
1n,0
Groundwater,1
Management,1
Federal,1
funlng,0
would,1
be,1
avaliable,0
to,1
35515:,0
the,1
states,1
1n,0
developmg,0
helr,0
programs.,1
If,1
a,1
state,1
ubmlts,0
a,1
groundwater,1
management,1
program,1
to,1
EPA,1
that,1
1ncluds,0
all,1
of,1
the,1
requlred,0
"components,",1
EPA,1
must,1
accept,1
the,1
program,1
and,1
provlde,0
fundlng,0
to,1
55515:,0
1n,0
unplementatlon.,0
EPA,1
may,1
not,1
judge,1
the,1
substantlve,0
adequacy,1
of,1
the,1
state,1
program,1
as,1
long,1
as,1
he,1
state,1
program,1
1ncludes,0
all,1
of,1
the,1
requlred,0
components,1
-nd,0
the,1
state,1
certlfles,0
that,1
thelr,0
program,1
compiles,1
mm,0
the,1
st.tutory,0
requlrements.,0
EPA,1
and,1
U55,0
must,1
55515:,0
the,1
states,1
by,1
developmg,0
and,1
provldlng,0
groundwater,1
quallty,0
"Criteria,",0
technlcal,0
"Infomatlon,",0
and,1
guldance,0
on,1
groundwater,1
lssues.,0
cm,0
cm,0
039904,0
EXHIBIT,1
p,1
TRADE,1
LAW,1
'MEDIES,0
communes,0
IMPORTS,1
THREATENING,1
NATIONAL,1
SE,0
mum,0
BACKGROUND,1
n,1
u,1
sums:,0
Current,1
tr.e,0
lav,1
authorlzes,0
the,1
Presldent,0
to,1
restrlct,0
1mports,0
of,1
products,1
w,1
1ch,0
threaten,1
natlonal,0
securlty.,0
A,1
115:,0
of,1
such,1
products,1
15,1
malntalned,0
hy,1
the,1
General,1
Servlces,0
Admlnlstratlon.,0
Addltlons,0
m,1
the,1
115:,0
are,1
h.ndled,0
by,1
the,1
Department,1
of,1
Commerce,1
through,1
a,1
petition,1
process.,1
A,1
rullng,0
on,1
the,1
petition,1
must,1
occur,1
Within,1
one,1
year,1
of,1
1:5,0
filing.,1
If,1
favorab,0
"e,",0
the,1
rullng,0
must,1
then,1
be,1
acted,1
upon,1
by,1
the,1
"Presldent,",0
.u:,0
no,1
deadllnes,0
currently,1
exlst,0
for,1
Presldentlal,0
actlons.,0
The,1
produc,0
5,1
Currently,1
1ncluded,0
on,1
the,1
115:,0
whlch,0
could,1
be,1
consldered,0
m,1
be,1
chemlcals,0
are,1
elther,0
ores,1
or,1
chemlcal,0
element,1
products.,1
evertheless.,0
there,1
15,1
good,1
reason,1
to,1
belleve,0
"chat,",1
as,1
petrocheml-al,0
1ndustr1es,0
contlnue,0
to,1
develop,1
1n,0
researchirlch,0
areas,1
of,1
the,1
world,1
.ausmg,0
v.5.,0
plant,1
"closures,",1
addltlonal,0
chemlcal,0
products,1
such,1
as,1
pe-rochemlcals,0
would,1
be,1
added,1
to,1
the,1
115:.,0
A,1
major,1
o,1
1bus,0
trade,1
mu,0
1:,1
antlclpated,0
from,1
the,1
100th,1
Congress.,1
Ihe,0
cm,0
Internatlonal,0
Trade,1
Commlttee,1
has,1
already,1
proposed,1
a,1
number,1
of,1
osltlons,0
to,1
the,1
Board,1
whlch,0
address,1
dlfferent,0
facets,1
of,1
exlstlng,0
tade,0
law,1
whlch,0
am,1
will,1
be,1
able,1
to,1
address,1
Either,0
dlrectly,0
or,1
through,1
co.lltlons,0
durlng,0
the,1
upcomlng,0
Congresslonal,0
dellberatlons.,0
cm,0
PDSITIIN:,0
cm,0
supporls,0
the,1
strengthenlng,0
of,1
Sectlon,0
232,1
of,1
the,1
Trade,1
Expanslon,0
at,1
of,1
1952,0
and,1
recommends,1
the,1
followlng,0
changes,1
to,1
achleve,0
thls,0
31m.,0
0,1
Shorten,1
he,1
time,1
perlod,0
allotted,1
for,1
the,1
Secretary,1
of,1
Commerce,1
to,1
act,1
on,1
ectlon,0
232,1
petitions.,1
o,1
Shorten,1
he,1
time,1
for,1
exlstlng,0
mandatory,1
"deadllnes,",0
or,1
mpose,0
deadllnes,0
here,1
none,1
"exlst,",0
by,1
whlch,0
both,1
the,1
Secretary,1
of,1
Commerce,1
ad,1
the,1
Presldent,0
must,1
act,1
on,1
Sectlon,0
232,1
1nvest1gat,0
ans.,0
0,1
Requlre,0
ubllc,0
dlsclosure,0
of,1
flnal,0
actlons,0
on,1
petltlons.,0
ACTION,1
REQUESTED,1
Approval,1
0,1
attached,1
posltlon.,0
cm,0
cm,0
means,1
TRADE,1
LAW,1
EMEDIES,0
communes,0
IMPORTS,1
THREATENING,1
NATIONAL,1
mummy,0
Current,1
La,0
Sectlon,0
23,1
of,1
the,1
Trade,1
Expanslon,0
Act,1
of,1
1952,0
authorlzes,0
the,1
Presldent,0
o,1
restrlct,0
unports,0
of,1
products,1
whlch,0
threaten,1
natlonal,0
securlty.,0
he,1
lav,1
requlres,0
the,1
Secretary,1
of,1
Commerce,1
to,1
begln,0
an,1
1nvest1gat,0
on,1
of,1
the,1
potentlal,0
natlonal,0
securlty,0
1mpact,0
of,1
1mports,0
of,1
a,1
produet,1
upon,1
the,1
request,1
of,1
another,1
government,1
agency,1
or,1
"apartment,",0
an,1
1nterested,0
"party,",1
or,1
his,1
own,1
Volltlon.,0
If,1
the,1
Sec,1
etary,0
detemlnes,0
that,1
there,1
15,1
some,1
threat,1
to,1
natlonal,0
"securlty,",0
a,1
must,1
advlse,0
the,1
Presldent,0
Hlthln,0
one,1
year,1
of,1
the,1
1n1tlatlon,0
of,1
the,1
1nvest1gatlon.,0
"However,",1
the,1
Presldent,0
15,1
not,1
obllged,0
to,1
answer,1
thls,0
petition,1
Within,1
a,1
speclflc,0
perlod.,0
Sampllng,0
o,1
Proposals,1
Made,1
for,1
Leglslatlve,0
Changes,1
Several,1
pr-posals,0
have,1
been,1
made,1
to,1
establlsh,0
deadllnes,0
for,1
Presldent1.l,0
"actlon,",0
such,1
as,1
a,1
requlrement,0
that,1
the,1
Presldent,0
act,1
Within,1
one,1
year,1
after,1
recelvlng,0
the,1
Secretary's,1
advlce.,0
Another,1
suggestlo,0
would,1
establlsh,0
a,1
Bniday,0
deadllne.,0
Some,1
would,1
1m7,0
plement,1
t,1
-,1
Secretary's,1
recommendatlons,0
15,1
the,1
Presldent,0
has,1
not,1
acted,1
Hit,0
n,1
en,1
days,1
after,1
recelvlng,0
the,1
report.,1
Another,1
sugi,0
gestlon,0
w-,0
ld,0
transfer,1
the,1
authorlty,0
from,1
the,1
Presldent.to,0
the,1
USTR,1
and,1
-uld,0
requlre,0
the,1
USTR,1
to,1
act,1
Hlthln,0
the,1
en,1
days,1
after,1
recelvlng,0
he,1
Secretary's,1
recommendatlons.,0
',1
cm,0
PDSI,0
10M:,0
Certaln,0
p,1
oducts,0
uncludlng,0
some,1
chemcalsy,0
are,1
essentlal,0
to,1
the,1
Unlted,0
St.tes,0
1n,0
tunes,0
of,1
natlonal,0
emergency.,1
The,1
Federal,1
Governmen-,0
should,1
ensure,1
that,1
import,1
competltlon,0
does,1
not,1
hlnder,0
the,1
capac,0
ty,1
of,1
domestlc,0
1ndustr1es,0
to,1
guarantee,1
adequate,1
supi,0
plies,1
of,1
Ihese,0
essentlal,0
products.,1
Leglslatl-n,0
that,1
would,1
provlde,0
fr,1
deadllnes,0
will,1
force,1
the,1
Admlnlstratlon,0
to,1
focus,1
on,1
questlons,0
of,1
natlonal,0
securlty,0
and,1
unports,0
1n,0
3,1
tlmely,0
manner.,1
"However,lransferr1ng",0
current,1
presldentlal,0
authorlty,0
m,1
the,1
USTR,1
seems,1
1nefect1ve,0
Since,1
the,1
vsm,0
15,1
part,1
of,1
the,1
Admlnlstratlon,0
and,1
as,1
a,1
ractlcal,0
matter,1
would,1
not,1
act,1
wlthout,0
the,1
Presldent's,0
authorlty,0
Certaln,0
c,1
emlcal,0
feedstock:,0
as,1
well,1
as,1
derlvatlve,0
products,1
could,1
fall,1
1nto,0
the,1
category,1
of,1
bemg,0
essentlal,0
m,1
natlonal,0
securlty.,0
The,1
lssue,0
as,1
to,1
what,1
extent,1
the,1
natlonal,0
securlty,0
and,1
forelgn,0
pollcy,0
co,1
cerns,1
outwelgh,0
the,1
economc,0
beneflts,0
of,1
short,1
term,1
lover,1
"prles,",0
and,1
the,1
questlon,0
of,1
what,1
natlonal,0
securlty,0
costs,1
should,1
be,1
borne,1
by,1
the,1
taxpayers,1
to,1
protect;agalnst,0
supply,1
dlsruptlo,0
n,1
ed,1
to,1
be,1
addressed.,1
cm,0
mean,1
‘,1
2,1
cm,0
suppo,0
ts,0
the,1
strengthenlng,0
of,1
Ssctlon,0
232,1
of,1
the,1
Trad;,0
Expanslon,0
Act,1
of,1
1952,0
and,1
recommends,1
the,1
followlng,0
changes,1
to,1
acmew,0
t,1
1:,1
31m.,0
ana,1
a,1
sector,1
petitions,1
to,1
1n1tlate,0
a,1
Sectlon,0
232,1
1nvest1ga,0
ion,1
(or,1
those,1
selsqmuated,0
by,1
the,1
Governsenm,0
Bust,1
be,1
revlewed,0
by,1
the,1
Secretary,1
of,1
coaaerce,1
and,1
Within,1
an,1
days,1
a,1
declslon,0
Bust,1
be,1
Bade,1
by,1
the,1
Secretary,1
whether,1
t-,0
proceed,1
mm,0
the,1
1nvest1gatlon,0
or,1
temlnate,0
Provle,0
for,1
aandatory,1
deadllnes,0
1n,0
whlch,0
both,1
the,1
Secretary,1
of,1
CoBaerce,1
and,1
the,1
Presldent,0
Bust,1
act,1
on,1
1nvest1ga,0
lons,0
1n1tlated,0
by,1
the,1
Departaent,1
of,1
Commerce,1
whlch,0
sak,0
recommendatlons,0
to,1
the,1
Presldent.,0
The,1
recommend-tlons,0
of,1
the,1
Secretary,1
of,1
Commerce,1
to,1
the,1
Presldent,0
Bust,1
be,1
made,1
no,1
later,1
than,1
a,1
months,1
after,1
an,1
1nvest1ga,0
ion,1
15,1
1n1tlated,0
and,1
the,1
Presldent,0
must,1
act,1
upon,1
the,1
ecommendatlon,0
Within,1
an,1
days,1
and,1
make,1
publlc,0
the,1
reaso,0
s,1
for,1
the,1
actlon,0
taken.,1
cm,0
cm,0
mean,1
EXHIBIT,1
0,1
Amerlcan,0
atlonal,0
Standard,1
for,1
Precautlonary,0
labellng,0
.5,0
Hazardous,1
Industrlal,0
Chemlcals,0
(ANSI,1
2129.1719977,0
EACKGRD,0
-:,0
Since,1
"1946,",1
CMA,1
mam,0
has,1
lssued,0
general,1
labellng,0
gulde*,0
llnes,0
fo,0
the,1
chemlcal,0
1ndustry.,1
In,1
"1975,",1
CMA,1
became,1
the,1
Secretar,0
at,1
for,1
the,1
development,1
of,1
ANSI,1
2129.1:,0
the,1
Amerlcan,0
